label,filename,author,poem
AntonGiacomoCorso_16,AntonGiacomoCorso_New_Forse per far di se novella mostra.txt,AntonGiacomoCorso,Forse per far di se novella mostra Lasciando i Cervi suoi liberi in Cielo Avolta Cinthia in un leggiadro velo VENIER venne a honorar la festa nostra Ceda Pur la Romana a questa nostra LUCRETIA di vertu d honesto zelo Poi che la casta DEA che nacque in Delo Col suo bel manto il mondo orna e inostra Chi vidde unqua piu vaghi alteri lumi De gli occhi suoi anzi pur chiare stelle Da far molle ogni cuor piu duro e aspro Venga il novo PARHASIO un altro Apelle Mentre in lodarla m affatico e inaspro E in lei l arte e l saper tutto consumi
AntonGiacomoCorso_17,AntonGiacomoCorso_New_L_Alma cortese.txt,AntonGiacomoCorso,L alma cortese che fra tante e tante Chiar alme in ciel da DIO i principio elette Natura scelse e qui ingombrata stette Ne le sue belle membra honeste e sante La d onde venne e ritornata e quante Pene a la spoglia sua vivendo dette Il mondo tristo hora felice mette In oblio tutte al suo fattor inante E noi POGGIO voglian l alta sua pace Turbar co l pianto e scemar la gran gioia Che merce di Giesu del ben far miete Lieta ella gode eterna alma quiete Sprezzando il nostro pien d affanni e noia Sperar vano mortal empio e fallace
AntonGiacomoCorso_18,AntonGiacomoCorso_New_L_amara pioggia.txt,AntonGiacomoCorso,L amara pioggia lagrimosa dove Lieto sempre stillando donna i pero Per lunga prova il mio fermo pensiero Non mai dal caro suo concetto muove E quantunque rimedio altro non trove Che languir sempre al tristo pianto spero Vostra merce che l dispietato arcero L ira e lo sdegno suo rivolga altrove Questa speme il martir sovente adesca Mitigando il dolor la pena tanto Che malgrado di lui m ergo e respiro Forse perche col mio disire accresca Hor gioia hor doglia hor somo bene hor piato Talper voi dolcemente ardo e sospiro
AntonGiacomoCorso_19,"AntonGiacomoCorso_New_Le notti, e i giorni.txt",AntonGiacomoCorso,Le notti e i giorni e sian pur lunghi quanto Ne puo dar la stagion fredda e la calda Con ferma fede adamantina e salda Per voi donna crudel distillo in pianto Ne ancora pieta di me vi muove tanto Ne fiama ancho d amor tanto vi scalda Che con vista tallhor gioconda e balda Baldanza diate a la mia speme alquanto e pur volete ahime che amando ipera Senza impetrar da voi pace giamai Terminate i miei di tantosto almeno Benda fasciava il ciel humida e nera Mentr Elpin si dolea quando i bei rai Scoperse Apollo e fe l aer sereno
AntonGiacomoCorso_20,AntonGiacomoCorso_New_Quanto piu del mio honor.txt,AntonGiacomoCorso,Quanto piu del mio honor la cura prendo Col disir che ragion non volge altrove Tante maggiori sono altere e nuove Le faci tante in cui sempre m accendo Cantar sovente il chiaro auguello intendo Ne l qual gia si cangio per Leda Giove L antico laccio il nuovo nodo dove Legata e l alma ond io gratie gli rendo Casto pensier tallhor che l frutto miro De l mio ardor con soavi humil parole Cosi dir fammi e al ciel m erge la mente Pero dolce mi sembra ogni martiro Ch io provo nel honesta fiamma ardente Onde son quasi una Phenice al sole
AntonGiacomoCorso_21,AntonGiacomoCorso_New_Se si move tal_hor rabbioso fiato.txt,AntonGiacomoCorso,Se si move tal hor rabbioso fiato Che con furor pioggia e tempesta mene Quando di frutti son piu colme e piene Le campagne e il terren d herbete ornato Che spira appena che da l altro lato Si leva un vento tal che a freno il tiene Onde lieto a indorar l aria se n viene L almo e chiaro splendor da Clitia amato i vede ogni coltor lodando Iddio Allegro e i semi di Saturno e Giano Rider con Flora sua dianci smarita Ben all hor mi sovien NANI quand io Da crudel spinto e scelerata mano Correva a morte e voi mi desti aita
AntonGiacomoCorso_22,AntonGiacomoCorso_New_Sen possono.txt,AntonGiacomoCorso,Sen possono il Cothurno e il Socco darvi Con l honorata fronde alma e vivace CESARE e l gran pastor quando a lor piace Di Reghal Manto e de la lira ornarvi Quelli posson le muse homai calzarvi Di questa Apollo il crin d alto e tenace Nodo cinger vi pote e con sua pace In cielo al par de l suo bel carro alzarvi Lieto il mondo po star di tutta gloria Per far di voi come gia fe d Orpheo Del gran Tullio e d Hortensio alta memoria A voi dunque immortal novo Tropheo Consacri e sol di voi parli ogni historia E ceda al nostro amar l antico Egeo
AntonGiacomoCorso_23,AntonGiacomoCorso_New_Tutti i vapor.txt,AntonGiacomoCorso,Tutti i vapor che lievemente vanno A la vital vertu che suole unita Questa morte tener che chiamo vita Di miseria di duol colma e d affanno Ne l bel seren de duo begliocchi stanno Felice stanza lor Chara e gradita Onde l mio cuore e l alma egra e smarrita Mi tien Amor con dolce utile inganno Pero sempre spogliata e ignuda questa Lascera scorza d ogni suo valore Negletta oscura e abbandonata resta E non come a voi par degno signore Nasce che in fronte troppo manifesta Porto l alta cagion de l mio dolore
AntonGiacomoCorso_24,AntonGiacomoCorso_Non come.txt,AntonGiacomoCorso,Non come a l altre intelligentie diede L altro fattor perfettione e fine A l erranti nostre alme pellegrine Ne i suoi primi principi a la lor sede Perche avien che l sensibil scopre e vede Ben mille oggetti e porta a le divine Sue parti e per lor spetie e forme al fine Passano a l intelletto che lor crede E credendo al celeste e immortale Signor PIETRO divino a un dolce tuono Al suo ordinato seggio spiegha l ale Non perche l suo valor sia tal che al suono Del natural concento al salir scale Gli duoni ma e di Dio bontate e dono
AntonGiacomoCorso_25,AntonGiacomoCorso_Quando esser deve.txt,AntonGiacomoCorso,Quando esser deve ohime che a voi ritorni Acque sacrate a voi felici sponde E che provi quel ben che in voi s asconde Per ristorar gli afflitti miei soggiorni Quando lasso vedro ne gli occhi adorni La virtu rara ch ogni gratia infonde L amene rive che in piacevol l onde D Adria percuote il mar le notti e i giorni O beate contrade o lieta gente Che godete ogni ben c hoggi e fra noi Sovengavi di me se ve ne cale Che intorno al monte in la cui fiamma ardente Gia di Plinio il disir s abbrugio l ale Vivo se vita e il viver senza voi
AntonGiacomoCorso_26,AntonGiacomoCorso_Real saggia.txt,AntonGiacomoCorso,Real saggia leggiadra alma gentile Che con tante vertuti al mondo sole Risplendi e scorri quasi un nuovo sole Da gli Indi estremi a l ampio mar di Thile Spinto da quel desio che fredda e vile Qual piu si voglia mente accender sole Tenta ornate formar rime e parole L inculto rozzo mio povero stile Ne gia la debil mia penna l altero Volo de vostri honor giunger presume Ma che n ha brama almen vorria far segno Quando non che lo stil vinto e il pensiero Et meno a cosi ardente e alto lume Puo gir la vista o lo smarrito ingegno
AntonGiacomoCorso_27,AntonGiacomoCorso_Se per mezzo d_Amor.txt,AntonGiacomoCorso,Se per mezzo d Amor questi ornamenti Di molte forme in l universo accolse L alma sua grande e sol per lui rivolse La mente al sol de le divine menti Onde gli oggetti tenebrosi ispenti I non formati e gli imperfetti sciolse Da i fier legami in cui gran tempo involse L atra confusion de gli elementi O tal che vivi formosi e chiari i rese D Idee colmi di sphere e stelle adorni Tanto al voltarsi a Dio d oprar s acese Come dunque fia mai ch io non ritorni GIUSEPPE in l amorose antiche imprese E non spenda in amar tutti i miei giorni
AntonGiacomoCorso_28,AntonGiacomoCorso_Sorgete o Nimphe.txt,AntonGiacomoCorso,Sorgete o Nimphe fuor de le bell onde E voi humidi molli acquosi dei Venite insieme ad honorar costei Dove Natura ogni suo pregio asconde Cingete l honorate chiome bionde D oro e di Perle o voi Sirene e n lei Spendete tutti i gran Thesor Nerei Come in pompa maggior di queste sponde Voi aure eterne che involando intorno Ven gite a i vaghi fior d ape non tocchi Gli odor Sol a costei tributo date Cosi dal dolce suo charo soggiorno Lungo al bel file al ciel fissando gli occhi Canto D amon la vostra alma beltade
AntonGiacomoCorso_29,AntonGiacomoCorso_Sorgi dall_onde stigie.txt,AntonGiacomoCorso,Sorgi dal onde stigie Dove ti nutri e pasci D ira sempre di sdegno e di dolore E la spietata horribil strana effigie Del mondo alto terrore Scuopri tanto che lasci Di te sol pieni e colmi Quest alma questa mente e questo cuore Poi che fi tosto nasci A nostri danni o fero empio furore Ne quel d Arcadia duolmi Pareggiar ne ben mille altri c han dato Qua giu del poter tuo non basso essempio Pur che non scorga il doloroso stato Misero ahi lasso in cui mi tiene amore Ne qual di me fa scempio Questa nuova Medusa e dammi tanto Di forza e di valore Che schernendo i desir la doglia e l pianto Possa le pene mie sfogar alquanto Non ha sei volte homai Phepo lasciato a dietro Quel sentier che gli antichi arso chiamorno Che gli amorosi miei dolenti lai Tregua pur un sol giorno Da chi sol doglia impetro Non hebbero e in speranza Fallace vivo hor tua merce lo scorno Come in ben terso vetro Vedro se a pregar te spesso ritorno Ch altro gia non m avanza Pero ti chieggio e haver ben spero aita Come Athamante e ne gli ultimi stridi Di Ciseo la figliuola alta e gradita O di pace e bonta chiaro soggiorno Questa mia speme ancidi Con l oblio si o Eumenide o gran Dira Che mirandomi intorno Silvia non veggia piu per cui sospira L anima trista che al suo male aspira Althea benche sovente Ti dolse essere in preda A questa vera nostra pace eterna Pur fu cagion che al viver tuo dolente A la gran pena interna Qual fer Pasiphe e Leda Trovasti alto rimedio Tal che non so pensar come non scerna Il mondo e che non creda Ch ella i martir la passione esterna E l travaglioso tedio In cui folle sperar tien noi mortali Sol ne faccia sembrar men duri e gravi Ben felice colui dunque che l ali Spiega a lei de la mente onde poi scherna Quei van piacer soavi Che a Dio fan l huom rubello e che d alzarsi A la Patria superna Ne fan parer tutt i partiti scarsi Ahi che chi dorme in lor non puo destarsi Tu che ponesti freno A la tua patria e poi Spinto da Fati al fin libera festi Non con ferro crudel non con veneno Termine al viver desti Come fer gli altri Heroi Del gran sangue latino Ma per questa cagion bel fine havesti Lasso perche ne i suoi Perigliosi travagli aspri e molesti Quest alma o rio destino Cosi trovar non puote almen riposo Hore liete gioconde hore tranquille Viver senza pensier viver gioioso Quando fia mai che a questi affanni a questi Tormenti suoi che a mille A mille amor gli dona e quell altera Nemica Donna presti Soccorso quella nostra vita vera Per chi dannato e misero i non pera Chi non sa che con questo Di Dio gli almi messaggi Profferivan di lui gli alti concetti E che sol esso al crudel serpe infesto Con puri e santi detti Fece infiniti oltraggi Prima che l Re del Cielo Venisse in terra a illuminar gli eletti O voi felici e saggi Spirti beati che i superni tetti Scarchi del mortal velo Godette lieti voi pregate voi Per me quel vivo sol chiaro e supremo Che doni luce homai co i raggi suoi Al mio fosco intelletto onde costretti Pria che giunghi a l estremo Siano i miei sensi ne l eterno oblio Star senza quei sospetti Sin ch io senta costui nel petto mio Tal qual io spero e qual ogn hor disio Ecco ch io sento i sento L immensa incomprensibil tua posanza Dolce furor ch ogni dolcezza avanza
BartolomeoZacco_1,Chiaro spirto divin.txt,BartolomeoZacco,Chiaro spirto divin sostegno fido di virtu di valor che ne discopre l occulto ben del cielo e a chiar opre desti l mio igegno e passi in ogni lido quanto questo gentil tuo patrio nido tempesta ingombra e folta nebbia copre tanto per te ce cosi ben t adopre spera illustrarsi ad haver fama e grido al tuo dolce seren mi racconsolo e m apro quasi rosa in su l Aurora e te sol seguo e a ciascun m involo cosi ne per fiorito prato a volo s alzeria per vagar ape ad ogn hora se quel ch e in molti fior fosse in un solo
BartolomeoZacco_2,Degno e che pongan fine al lieto canto.txt,BartolomeoZacco,Degno e che pongan fine al lieto canto le meste Muse poi che l ciel ne spoglia d un tanto ben ne gioia e piu che toglia a la lingua il dolersi a gli occhi il pianto oime il fior d armi e l sole e l lume santo che vestia l mondo d honorata spoglia giunto e a l occaso ond e che n notte e n doglia star debbiamo sempre con la morte a canto o boschi o poggi o campi homai piu adorni non vi vedro di palme poi che quello che ne fea lieti alluma altri soggiorni pur come fosse non estor novello ma quel nestor antico in pochi giorni Fe l Italia felice e l secol bello
BartolomeoZacco_3,Gran danno che quest empia dipartita.txt,BartolomeoZacco,Gran danno che quest empia dipartita tante nostre speranze seco porte ma piu danno che l mondo si sconforte ne veggia cosa onde piu attenda vita a lamentarmi il rio caso m invita e l commun pianto par che duol m apporte ma non debbo poi piange che se morte ne l tolse altri qua giu ne l torna in vita saver non puote la futura etate ne tutto il mondo haver del valor raro notitia piena e de la sua bontate se non ode lo stil soave e caro di cui son tante rime hoggi qui nate che n terra il serberanno illustre e chiaro
